khach_cmt,rating,shop_phan_hoi
"đặt 4 áo 1 quần mà giao thiếu 1 áo và thiếu quà tặng. báo shop shop nói kiểm tra và đơn hàng đang giao. bảo shop cho xin mã vận đơn để kiểm tra thì không cho. gần 1 tháng vẫn không thấy đâu. hỏi thì shop lươn lẹo bảo để em kiểm tra mà 2,3 lần kiểm tra nhưng không thấy trả lời. đây là lần đầu tiên đánh giá 1 sao khi mua hàng online.",1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
quần không giống với hình cần chất vải thì rẻ phải chịu nói chung làm chất lượng khá kém,1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
rất tiếc bạn đã quay vào ô mất 20.000 !,1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
không giống hình ảnh,1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
không ổn,1,"chào bạn, nhận đánh giá của bạn thì quanhắn tinaynam360 có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanhắn tinaynam360 thành thật xin lỗi. và mong bạn phản hồi để quanhắn tinaynam360 giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤"
hàng quá tệ phần ống thì cộc và phần dưới may sơ sài bục chỉ 1 sao ,1,shop biết bạn là shop đối thủ cố tình đặt hàng chơi xấu shop. sản phẩm quần bên shop uy tin bán chạy top 1 shope không có quần như ảnh bạn chụp. - hi vọng bạn thay đổi không nên xấu tính vậy!.
"quần quá khác trong hình , giao không phải quần mình chọn , vải tệ , giao nhầm quần cho khách",1,
không nên mua mọi người ạ.mất tiền oan đấy shop chán size bé nhất mà quần quá to.ống rộng gần bằng ống bụng!,1,mens style&clothings vô cùng xin lỗi bạn về sự cố này. chúng tôi sẽ sớm liên hệ để trao đổi kĩ hơn về vấn đề và hỗ trợ đổi hàng hoặc hoàn tiền cho bạn sớm nhất nhé. bạn vui lòng kiểm tra tin nhắn giúp mình! mong bạn thông cảm cho sự cố không mong muốn này và vẫn tiếp tục ủng hộ shop nhé. chúng tôi luôn sẵn sàng tiếp nhận phản hồi hồi về các vấn đề từ phía khách hàng yêu quý. cảm ơn bạn rất nhiều!
"chất quần thô và bám bụi, lông",1,
mặt quần xù bông nhìn quần như qua sử dụng ra chỉ thừa dài,1,
lúc đầu mình không biết nên chọn size 32 mặc quá rộng nên shop tư vấn đổi lại size 29 mà hôm nay nhận size 29 về mặc cũng chẳng khác gì cái size 32 trước,1,
quần đặt size nhỏ nhất mà cao 1m7 mặc cứ như quần bố á.,1,mens style&clothings vô cùng xin lỗi vì trải nghiệm không tốt lần này của bạn ạ. chúng tôi rất xin lỗi vì sự sơ suất đã khiến bạn không hài lòng. chúng tôi sẽ nhanh chóng hỗ trợ đổi hàng hoặc hoàn tiền cho bạn. mong bạn check tin của bên shop sớm để trao đổi cụ thể hơn về vấn đề. cảm ơn bạn đã tin tưởng cũng như lựa chọn các sản phẩm của shop!
quá thất vọng,1,
quần dưới chân bị rách,1,
chị onl không,1,
sản phẩn tồi phục vụ tồi tóm lại không nên mua,1,"chúng tôi xin cảm ơn đánh giá của bạn. nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp với shop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ shop ở các sản phẩm khác nhé!"
như loz,1,"shop vô cùng xin lỗi vì đã để xảy ra sự cố khiến bạn không hài lòng ạ. bất cứ sản phẩm nào có lỗi hay hỏng, bên mình luôn cam kết sẽ hoàn tiền hoặc đổi hàng nên bạn hãy yên tâm nhé. chúng tôi sẽ sớm liên hệ với bạn để hỗ trợ nhanh chóng. mong bạn có thể phản hồi lại sớm cho bên mình nhé. cảm ơn bạn rất nhiều đã tin tưởng và lựa chọn sản phẩm của shop."
so bad,1,"shop xin chân thành cảm ơn bạn đã ghé thăm cửa hàng và mua hàng của shop. shop thực sự rất vui vì bạn đã tìm thấy những gì mà bạn đang cần tìm kiếm.nếu bạn không thật sự hài lòng với dịch vụ, cũng như trải nghiệm tại shop vui lòng cho shop biết để shop cải thiện chất lượng ạ!cảm ơn khách yêu❤"
hàng không đúng như trong ảnh chỉ khâu xấu,1,"shop vô cùng xin lỗi vì đã để xảy ra sự cố khiến bạn không hài lòng ạ. bất cứ sản phẩm nào có lỗi hay hỏng, bên mình luôn cam kết sẽ hoàn tiền hoặc đổi hàng nên bạn hãy yên tâm nhé. chúng tôi sẽ sớm liên hệ với bạn để hỗ trợ nhanh chóng. mong bạn có thể phản hồi lại sớm cho bên mình nhé. cảm ơn bạn rất nhiều đã tin tưởng và lựa chọn sản phẩm của shop."
"đợi cả tháng mới nhận được hàng mà áo mỏng như cánh ve, chất vải thì như vải màn ấy, nói chung là thất vọng từ khâu vận chuyển đến chất lượng sản phẩm",1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha thu gọn"
sản phẩm cũng ổn nhưng vải túi xấu nhiều chỉ thừa giao hàng cũng thiếu chuyên nghiệp,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha thu gọn"
ai mua cân nhắc size không đũng kích thước. liên hệ shop bảo có người gọi hỗ trợ đổi mà đợi không thấy ai liên hệ lại để câu giờ qua thời gian đổi trả của shopee luôn,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha thu gọn"
riêng quần jean có vẻ bó và hơi chật. 3 món còn lại ổn. tại sao shop không đục lỗ của quần và áo? rồi bây giờ kêu ra nhà may để đục? quá thất vọng. từ lần sau không bao giờ mua ở đây nữa,1,cảm ơn bạn đã tin tưởng và lựa chọn mua hàng tại thời trang cao cấp hado . hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. nếu có vấn đề gì chưa hài lòng hãy nhắn lại ngay cho shop để được hỗ trợ và xử lí nhanh nhất ạ. shop luôn hy vọng được tiếp tục đồng hành cùng bạn trong tương lai.
nhắn tin giao hỏi size cẩn thận đi giao lộn size bắt trả ship,1,"thời trang cao cấp hado xin cám ơn đánh giá của bạn. shop rất vui vì bạn đã tin tưởng sử dụng sản phẩm của shop. shop luôn hy vọng mang lại sự hài lòng cho quý khách hàng, chúc bạn luôn vui vẻ và mong bạn tiếp tục ủng hộ shop trong lần trải nghiệm mua hàng tiếp theo nhé!"
shop tư vấn size như loz.mua về còn tốn thêm tiền sửa.,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha thu gọn"
quần không có cúc,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha thu gọn"
"shop lừa đảo. giao cái quần như mặc cỡ chục năm, do mình xài voucher nên trả hàng/ hoàn tiền sẽ mất voucher. xong shop inbox qua zalo dụ mình bấm "" xác nhận hàng"" rồi đánh giá 5 sao để đổi hàng xong shop block mình, mọi người nên qua shop khác mà mua, mua hàng nhận nùi giẻ mà còn bị gọi điện thoại chửi",1,
không nên mua vì. lúc hỏi tư vấn thì rep rất nhiệt tình. lúc hàng lỗi thì không thèm care. mình khuyên mọi người không nên tin tưởng shop này. tư vấn size quần thì 30 nhưng về rộng. áo thì xl nói mặc thỏai mái nhưng hàng về thì ôm sát.,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
hàng không giống như hình chưa ok lắm anh em nào mua nên cẩn thận nhé,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha thu gọn"
shop gửi đồ sai như quảng cáo chất lượng kém.người bán hàng ý thức kém .mình đặt size 27 shop gửi size 28 gọi cho mình bảo đỗi bắt chịu phí ship lại cho shop trong khi lỗi là do shop gửi đồ .nhắn tin shop không trả lời .shop bán hàng như ở chợ,1,"dạ shop thành thật xin lỗi anh về trải nghiêm không tốt về sản phẩm lần này. shop đã cố gắng liên hệ với anh để hỗ trợ đơn hàng cho mình nhưng không liên hệ được, anh vui lòng liên hệ lại sdt 0932.021.925 để shop hỗ trợ đổi trả đơn hàng cho anh sớm nhất anh nha"
"hình 1 đường quần giao 1 nẻo màu sắc khác xa mẫu, shop bắt đánh giá 5 sao mới hỗ trợ đổi trả vải xấu không đẹp",1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha thu gọn"
"mình xin sửa vote thành 1 sao vì shop dụ mình đánh giá 5 sao để shop gửi hàng rồi shop lại bơ mình, sau khi đọc những đánh giá 1 sao thì mình biết mình cũng bị lừa giống các bạn nên anh em mua cẩn thận nhé! mới đầu năm đã mất tiền ",1,"thời trang cao cấp hado xin cám ơn đánh giá của bạn. shop rất vui vì bạn đã tin tưởng sử dụng sản phẩm của shop. shop luôn hy vọng mang lại sự hài lòng cho quý khách hàng, chúc bạn luôn vui vẻ và mong bạn tiếp tục ủng hộ shop trong lần trải nghiệm mua hàng tiếp theo nhé!"
"treo đầu dê bán thịt ckó, mồm kêu vote 5 sao shop hỗ trợ đổi đến lúc nhắn tin thì không thèm đọc ",1,cảm ơn bạn đã tin tưởng và lựa chọn mua hàng tại thời trang cao cấp hd . hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. nếu có vấn đề gì chưa hài lòng hãy nhắn lại ngay cho shop để được hỗ trợ và xử lí nhanh nhất ạ. shop luôn hy vọng được tiếp tục đồng hành cùng bạn trong tương lai.
anh em mua lên cân nhắc .phải chọn đúng size mặc không vừa phát là toang lùn .như vậy bảo làm theo yêu cầu của nó đừng nghe .quần có chỉ thừa,1,"thời trang cao cấp hd xin cảm ơn đánh giá của bạn. nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp với shop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ shop ở các sản phẩm khác nhé!"
"shop tư vấn size, hỏi sẵn đổi được không shop bảo được. xong khi nhận mặc chật nhắn shop shop không thèm rep, giờ lại bảo không đổi được size. cách nói dối của shop khiến mình rất không hài lòng",1,dạ. đơn này shope đag giải quyết. bạn bấm hoàn tiền giúp shop nha
"không phải vải bò,quần rất rộng không bó như ảnh, mà chỗ rách bé tí và bên dưới đầu gối đến nỗi không nhìn thấy được, mình mua cho người yêu mình bảo không mặc được  không nên mua nha",1,
sản phẩm bình thường,1,
khoan nói đến chất lượng nhưng mà thái độ phục vụ trả lời tin nhắn lẫn việc hẹn giao hành cho khách thì rất khó chịu đợi 4-5 hôm không có hàng không ai rep tin nhắn hận nói chung ai được hàng tốt  không lỗi thì không sao còn đã lỗi thì khỏi đổi nhé  mặc dù là mua được đợt sale nhưng mà thế này thì chịu không hoàn tiền được  nữa,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
sản phẩm quá tệ…nhắn tin shop đổi size thì shop không trả lời rất không hài lòng về sản phẩm và cách shop chăm sóc khách hàng sau bán,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
shop làm ăn lừa lọc mọi người nên tránh xa ra lừa đảo như này thì đặt rồi boom hàng đi là vừa,1,"thời trang cao cấp hado xin cám ơn đánh giá của bạn. shop rất vui vì bạn đã tin tưởng sử dụng sản phẩm của shop. shop luôn hy vọng mang lại sự hài lòng cho quý khách hàng, chúc bạn luôn vui vẻ và mong bạn tiếp tục ủng hộ shop trong lần trải nghiệm mua hàng tiếp theo nhé!"
"shop có thái độ phục vụ vô cùng kém , cho thông tin liên lạc đến khi shipper người ta gọi 2 ngày liền đều thuê bao , làm mất thời gian vô cùng , ám ảnh đến già cái shop này luôn",1,cám ơn anh/chị đã ủng hộ thời trang cao cấp hado . anh/chị nhớ bấm theo dõi shop để cập nhật những mẫu mới và nhiều ưu đãi hấp dẫn đến từ shop em nha. shop xin chúc anh/chị nhiều sức khoẻ và may mắn. thời trang cao cấp hado rất hân hạnh được phục vụ và hẹn gặp lại anh/chị vào đơn hàng lần sau ạ !
nói gửi hàng đổi size mà giờ im re luôn? bán được 1 cái quần rồi nhân cách để đâu ? bịp à?,1,"thời trang cao cấp hado xin cảm ơn đánh giá của bạn. nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp với shop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ shop ở các sản phẩm khác nhé!"
lừa đảo nha. dụ đánh giá 5 sao mới được đổi hàng. xong lơ khách hàng. đừng ai mua shop này. lừa đảo! lừa đảo ! lừa đảo,1,cám ơn anh/chị đã ủng hộ thời trang cao cấp hado . anh/chị nhớ bấm theo dõi shop để cập nhật những mẫu mới và nhiều ưu đãi hấp dẫn đến từ shop em nha. shop xin chúc anh/chị nhiều sức khoẻ và may mắn. thời trang cao cấp hado rất hân hạnh được phục vụ và hẹn gặp lại anh/chị vào đơn hàng lần sau ạ !
quần thế này ạ ảnh 1 kiểu hàng 1 kiểu hàng thì chất lượng quá kém tuy là giá rẻ nhưng mà hàng này đáng với giá tiền,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha thu gọn"
"hàng không đến nổi nhưng shop làm ăn như thế này khác gì lừa đảo,kêu đánh giá 5 sao cho đổi hàng sau đó im luôn quá tệ thà kêu không cho từ đầu ,sửa lại cho 1 sao",1,"thời trang cao cấp hd xin cảm ơn đánh giá của bạn. nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp với shop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ shop ở các sản phẩm khác nhé!"
"mình đã mua 2 cái quần ở đây, nếu bạn may mắn thì được đúng sản phẩm như miêu tả, còn cá thứ 2 mình nhận là kaki. mình đã liên hệ shop nhưng hơn 1 ngày shop không phản hồi lại giải quyết cho mình. đây là một hành vi lừa đảo. mình đã nhờ shopee giải quyết vì shop không phản hồi mình. ",1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
"thái độ phục vụ cực kỳ kém, mua nhầm size nhờ shop đổi size giùm mà gọi điện thoại không bắt máy, nhắn tin thì trả lời cực lâu, nói chung không giải quyết vấn đề cho khách luôn, shop khác bán giá cũng tốt mà chất lượng vải cũng như cách phục vụ ok hơn nhiều chỉ tại shop hay mua không có quần đen rách đó ",1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
yêu cầu đổi hàng và bảo đánh giá 5 sao rồi lên đơn đánh giá rồi đợi 1 tháng không thấy có ai đến lấy và đổi hàng,1,cảm ơn bạn đã tin tưởng và lựa chọn mua hàng tại shop. hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. nếu có vấn đề gì chưa hài lòng hãy nhắn lại ngay cho shop để được hỗ trợ và xử lí nhanh nhất ạ. shop luôn hy vọng được tiếp tục đồng hành cùng bạn trong tương lai.
rách túi trong . phải tự may hai bên quá dở chỉ dư tè le !,1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
đầu gối bên phải đứt hết chỉ ngang không biết shop gửi hàng kiểu gì,1,"dạ hàng trước khi shop gửi đi đã kiểm tra kỹ, nên đảm bảo không có trường hợp này xảy ra ạ. anh vui lòng chụp cận cảnh quần để đối chiếu với shop nha anh . bên e không đồng ý với đánh giá này ạ."
"shop treo đầu dê bán thịt chó, nghỉ sao giao cái quần khác xa cái hình mẫu.cái quần 100 mấy không bao nhiêu mà bị lừa gạt thấy mà tức.mọi người cẩn thận coi chừng bị lừa gạt giống mình.",1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
"hàng giao không đúng mẫu. ảnh 1 kiểu hàng giao 1 kiểu. đặt loại đen tuyền thì giao loại xám. phản ánh không hề trả lời mặc dù vẫn online đều, chả bù lúc bán hàng thì trả lời nhanh thế. thất vọng vì dịch vụ. ",1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
không giống quảng cáo nói shop thì shop trả lời chậm hoàn tiền không ai xử lí mình đặt đen trơn rách mà giao không đúng mọi người cân nhắc trước khi mua],1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
"bán hàng xong cực kỳ vô trách nhiệm với khách hàng quần size 34 bên trong chả có kí hiệu nào để biết là size 34, size 34 mà còn nhỏ hơn cả size 32 , khách muốn đổi lại size do không mang vừa rồi rep để kiểm tra mà giờ im luôn shop ở cùng thành phố với mình , mình bảo đến đổi cũng im luôn , cực vô trách nhiêm",1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha"
"shop xạo loz chúa, không cho đổi thì nói. hẹn tới nơi đúng giờ gọi được 1 2 cuộc điện thoại không nghe máy rồi tắt nguồn luôn ",1,cám ơn anh/chị đã ủng hộ shop em. shop xin chúc anh/chị nhiều sức khoẻ và may mắn ♥ shop hân hạnh và hẹn gặp lại anh/chị vào đơn hàng lần sau ạ !
quần gửi về nhanh . vải phù hợp với giá tiền. nhưng cái không ưng là mình hỏi shop tư vấn lấy 29 nhưng mình sợ rộng nên đã lùi size 28 nhưng về vẫn rộng. mình có mong muốn đổi lấy size 27 và mình sẽ chịu ship 2 chiều nhưng shop không thèm phản hồi lại. nay 1 tuần rồi. chán shop. nhưng lấy được size vừa thì ok,1,cám ơn bạn đã ủng hộ shop mình! bạn không hài lòng về sản phẩm hãy liên hệ với shop để giải quyết khiếu nại. nếu sai hàng hoặc hàng lỗi hay kém chất lượng shop hỗ trợ đổi hàng cho bạn hoặc hoàn tiền 100% lại cho bạn nha.
sản phẩm không giống như hình . chất vài rất xấu và sần sùi . đặt size 28 shop gửi size 30 rất to và dài mình không mặc vừa,1,bạn bấm hoàn tiền giúp shop nha
"giao hàng sai và cách shop nói chuyện với khác hàng, quá tệ ạ. ai mua nhớ chú ý ạ",1,"dạ shop thành thật xin lỗi anh về trải nghiêm không tốt về sản phẩm lần này. shop đã cố gắng liên hêj với anh để hỗ trợ đơn hàng cho mình nhưng không liên hệ được, anh vui lòng liên hệ lại sdt 0978299744 để shop hỗ trợ đổi trả đơn hàng cho anh sớm nhất anh nha"
"coi thường khách hàng, kêu chủ động liên hệ nhưng chỉ cho đến khi ấn hoàn hàng mới gọi 1,2 cuộc. nhắn tin thì khinh thường không rep, trốn tránh khách hàng, tưởng bán được hàng la xong phủi tay đi. làm ăn vớ vẩn. chúc shop sớm sập tiệm làm đâu thua lỗ đấy.",1,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha thu gọn"
